base,compare,unigrams,bigrams,label
plg-321.txt,org-323.txt,0.0361,0,original
plg-321.txt,org-382.txt,0.0354,0,original
plg-321.txt,org-309.txt,0.0344,0,original
plg-321.txt,org-379.txt,0.0343,0,original
plg-321.txt,org-331.txt,0.0333,0.0063,original
plg-321.txt,org-303.txt,0.0324,0,original
plg-321.txt,org-317.txt,0.0314,0,original
plg-321.txt,org-307.txt,0.0306,0,original
plg-321.txt,org-380.txt,0.0301,0,original
plg-321.txt,org-336.txt,0.0295,0,original
plg-321.txt,org-324.txt,0.0289,0,original
plg-321.txt,org-339.txt,0.028,0,original
plg-321.txt,org-371.txt,0.0277,0,original
plg-321.txt,org-399.txt,0.0264,0,original
plg-321.txt,org-356.txt,0.0246,0,original
plg-321.txt,org-360.txt,0.0213,0,original
plg-321.txt,org-376.txt,0.0192,0,original
plg-321.txt,org-377.txt,0.0192,0,original
plg-321.txt,org-370.txt,0.0184,0,original
plg-321.txt,org-411.txt,0.0184,0,original
plg-321.txt,org-374.txt,0.0176,0,original
plg-321.txt,org-375.txt,0.0132,0,original
plg-321.txt,org-373.txt,0,0,original
plg-322.txt,org-321.txt,0.404,0.1915,copy
plg-322.txt,org-329.txt,0.3122,0.1957,copy
plg-322.txt,org-346.txt,0.1681,0.0131,original
plg-322.txt,org-406.txt,0.1631,0.0331,original
plg-322.txt,org-326.txt,0.1581,0.0361,original
plg-322.txt,org-362.txt,0.1572,0.016,original
plg-322.txt,org-391.txt,0.1572,0.016,original
plg-322.txt,org-307.txt,0.1258,0.0091,original
plg-322.txt,org-408.txt,0.1242,0.0046,original
plg-322.txt,org-325.txt,0.1235,0.004,original
plg-322.txt,org-322.txt,0.1196,0.0157,original
plg-322.txt,org-328.txt,0.1166,0.0133,original
plg-322.txt,org-394.txt,0.1152,0.0262,original
plg-322.txt,org-396.txt,0.1134,0.0084,original
plg-322.txt,org-348.txt,0.1109,0,original
plg-322.txt,org-415.txt,0.109,0.0047,original
plg-322.txt,org-344.txt,0.106,0.0066,original
plg-322.txt,org-419.txt,0.1024,0.0061,original
plg-322.txt,org-372.txt,0.0994,0,original
plg-322.txt,org-402.txt,0.099,0.0075,original
plg-322.txt,org-366.txt,0.0981,0,original
plg-322.txt,org-301.txt,0.096,0,original
plg-322.txt,org-318.txt,0.0903,0,original
plg-322.txt,org-354.txt,0.0882,0.0046,original
plg-322.txt,org-320.txt,0.0868,0,original
plg-322.txt,org-357.txt,0.0859,0.0107,original
plg-322.txt,org-364.txt,0.0859,0.0107,original
plg-322.txt,org-315.txt,0.0855,0.0045,original
plg-322.txt,org-401.txt,0.0848,0.0075,original
plg-322.txt,org-327.txt,0.0834,0,original
plg-322.txt,org-306.txt,0.0809,0.0045,original
plg-322.txt,org-414.txt,0.0809,0,original
plg-322.txt,org-300.txt,0.0802,0.0039,original
plg-322.txt,org-409.txt,0.0785,0,original
plg-322.txt,org-332.txt,0.0781,0.0043,original
plg-322.txt,org-359.txt,0.0773,0,original
plg-322.txt,org-313.txt,0.0763,0.0086,original
plg-322.txt,org-323.txt,0.0762,0.0092,original
plg-322.txt,org-319.txt,0.0761,0.0084,original
plg-322.txt,org-314.txt,0.076,0,original
plg-322.txt,org-380.txt,0.075,0,original
plg-322.txt,org-352.txt,0.0739,0.0039,original
plg-322.txt,org-400.txt,0.0734,0.0072,original
plg-322.txt,org-333.txt,0.0723,0,original
plg-322.txt,org-312.txt,0.0719,0,original
plg-322.txt,org-398.txt,0.0716,0.0091,original
plg-322.txt,org-367.txt,0.0712,0,original
plg-322.txt,org-386.txt,0.0702,0,original
plg-322.txt,org-407.txt,0.0695,0,original
plg-322.txt,org-335.txt,0.0693,0,original
plg-322.txt,org-383.txt,0.0693,0,original
plg-322.txt,org-305.txt,0.0691,0,original
plg-322.txt,org-390.txt,0.0681,0,original
plg-322.txt,org-389.txt,0.0677,0,original
plg-322.txt,org-308.txt,0.0666,0,original
plg-322.txt,org-302.txt,0.0652,0,original
plg-322.txt,org-331.txt,0.0651,0,original
plg-322.txt,org-385.txt,0.065,0,original
plg-322.txt,org-303.txt,0.0646,0.0036,original
plg-322.txt,org-371.txt,0.0643,0,original
plg-322.txt,org-338.txt,0.0624,0.0037,original
plg-322.txt,org-370.txt,0.0621,0,original
plg-322.txt,org-360.txt,0.0616,0,original
plg-322.txt,org-363.txt,0.0607,0,original
plg-322.txt,org-404.txt,0.0604,0.0092,original
plg-322.txt,org-368.txt,0.0598,0,original
plg-322.txt,org-353.txt,0.058,0,original
plg-322.txt,org-337.txt,0.056,0,original
plg-322.txt,org-334.txt,0.055,0,original
plg-322.txt,org-387.txt,0.0541,0,original
plg-322.txt,org-324.txt,0.0537,0.0084,original
plg-322.txt,org-405.txt,0.0528,0,original
plg-322.txt,org-381.txt,0.0517,0,original
plg-322.txt,org-412.txt,0.0516,0.0102,original
plg-322.txt,org-358.txt,0.0516,0,original
plg-322.txt,org-377.txt,0.0516,0,original
plg-322.txt,org-388.txt,0.0512,0,original
plg-322.txt,org-418.txt,0.0506,0,original
plg-322.txt,org-378.txt,0.0483,0,original
plg-322.txt,org-347.txt,0.0477,0,original
plg-322.txt,org-350.txt,0.0477,0,original
plg-322.txt,org-330.txt,0.0467,0,original
plg-322.txt,org-345.txt,0.0456,0.007,original
plg-322.txt,org-417.txt,0.0456,0,original
plg-322.txt,org-369.txt,0.0448,0,original
plg-322.txt,org-349.txt,0.0437,0,original
plg-322.txt,org-392.txt,0.0435,0.0041,original
plg-322.txt,org-373.txt,0.0425,0,original
plg-322.txt,org-309.txt,0.0402,0,original
plg-322.txt,org-365.txt,0.0399,0.0132,original
plg-322.txt,org-304.txt,0.0395,0,original
plg-322.txt,org-413.txt,0.039,0,original
plg-322.txt,org-375.txt,0.0387,0.0065,original
plg-322.txt,org-355.txt,0.0378,0,original
plg-322.txt,org-416.txt,0.0365,0,original
plg-322.txt,org-316.txt,0.0357,0,original
plg-322.txt,org-393.txt,0.0341,0,original
plg-322.txt,org-397.txt,0.031,0,original
plg-322.txt,org-399.txt,0.0281,0,original
plg-322.txt,org-382.txt,0.0277,0,original
plg-322.txt,org-351.txt,0.0263,0,original
plg-322.txt,org-410.txt,0.0263,0,original
plg-322.txt,org-403.txt,0.0261,0,original
plg-322.txt,org-374.txt,0.0246,0,original
plg-322.txt,org-356.txt,0.0244,0,original
plg-322.txt,org-395.txt,0.0229,0,original
plg-322.txt,org-361.txt,0.0227,0,original
plg-322.txt,org-384.txt,0.0221,0,original
plg-322.txt,org-336.txt,0.0207,0,original
plg-322.txt,org-339.txt,0.0206,0,original
plg-322.txt,org-376.txt,0.0203,0,original
plg-322.txt,org-317.txt,0.0162,0,original
plg-322.txt,org-411.txt,0.0161,0,original
plg-322.txt,org-379.txt,0.0145,0,original
plg-330.txt,org-335.txt,0.7025,0.3031,copy
plg-330.txt,org-312.txt,0.4276,0.2742,copy
plg-330.txt,org-307.txt,0.3887,0.0552,original
plg-330.txt,org-367.txt,0.3757,0.0463,original
plg-330.txt,org-332.txt,0.3731,0.0531,original
plg-330.txt,org-377.txt,0.3698,0.1113,original
plg-330.txt,org-353.txt,0.3675,0.0426,original
plg-330.txt,org-334.txt,0.3621,0.0703,original
plg-330.txt,org-300.txt,0.3557,0.1218,original
plg-330.txt,org-306.txt,0.3513,0.0554,original
plg-330.txt,org-408.txt,0.3435,0.0371,original
plg-330.txt,org-415.txt,0.3434,0.0817,original
plg-330.txt,org-371.txt,0.3341,0.0575,original
plg-330.txt,org-319.txt,0.3315,0.0852,original
plg-330.txt,org-303.txt,0.3278,0.0592,original
plg-330.txt,org-360.txt,0.3237,0.0927,original
plg-330.txt,org-328.txt,0.3191,0.121,original
plg-330.txt,org-320.txt,0.301,0.1108,original
plg-330.txt,org-370.txt,0.2928,0,original
plg-330.txt,org-316.txt,0.2819,0.0915,original
plg-330.txt,org-313.txt,0.2799,0.0343,original
plg-330.txt,org-373.txt,0.2786,0.033,original
plg-330.txt,org-315.txt,0.2578,0.0564,original
plg-330.txt,org-359.txt,0.252,0.072,original
plg-330.txt,org-354.txt,0.251,0.0577,original
plg-330.txt,org-302.txt,0.2493,0.0709,original
plg-330.txt,org-385.txt,0.2487,0.0707,original
plg-330.txt,org-389.txt,0.2462,0.0809,original
plg-330.txt,org-380.txt,0.2397,0.0428,original
plg-330.txt,org-327.txt,0.2322,0.0595,original
plg-330.txt,org-308.txt,0.23,0.0723,original
plg-330.txt,org-318.txt,0.2247,0.0515,original
plg-330.txt,org-372.txt,0.2194,0,original
plg-330.txt,org-337.txt,0.2124,0.0711,original
plg-330.txt,org-418.txt,0.2043,0.0243,original
plg-330.txt,org-331.txt,0.2016,0.0724,original
plg-330.txt,org-387.txt,0.1908,0.0506,original
plg-330.txt,org-314.txt,0.1892,0,original
plg-330.txt,org-390.txt,0.1886,0,original
plg-330.txt,org-348.txt,0.1867,0.0537,original
plg-330.txt,org-336.txt,0.1841,0.071,original
plg-330.txt,org-386.txt,0.182,0,original
plg-330.txt,org-407.txt,0.1813,0.0432,original
plg-330.txt,org-388.txt,0.177,0,original
plg-330.txt,org-357.txt,0.173,0.043,original
plg-330.txt,org-364.txt,0.173,0.043,original
plg-330.txt,org-309.txt,0.1715,0.027,original
plg-330.txt,org-402.txt,0.1603,0.036,original
plg-330.txt,org-366.txt,0.1591,0,original
plg-330.txt,org-330.txt,0.1569,0.0168,original
plg-330.txt,org-358.txt,0.1531,0.0811,original
plg-330.txt,org-352.txt,0.1517,0.0155,original
plg-330.txt,org-346.txt,0.149,0.0323,original
plg-330.txt,org-417.txt,0.1439,0.0217,original
plg-330.txt,org-381.txt,0.1436,0.0181,original
plg-330.txt,org-351.txt,0.1432,0.0173,original
plg-330.txt,org-410.txt,0.1432,0.0173,original
plg-330.txt,org-347.txt,0.1379,0.0196,original
plg-330.txt,org-350.txt,0.1379,0.0196,original
plg-330.txt,org-416.txt,0.1362,0,original
plg-330.txt,org-383.txt,0.136,0.0396,original
plg-330.txt,org-305.txt,0.1342,0.0042,original
plg-330.txt,org-403.txt,0.1315,0.0175,original
plg-330.txt,org-304.txt,0.1248,0.0294,original
plg-330.txt,org-362.txt,0.119,0,original
plg-330.txt,org-391.txt,0.119,0,original
plg-330.txt,org-398.txt,0.1179,0.0182,original
plg-330.txt,org-301.txt,0.1167,0,original
plg-330.txt,org-374.txt,0.1156,0.0204,original
plg-330.txt,org-401.txt,0.1121,0,original
plg-330.txt,org-369.txt,0.1104,0,original
plg-330.txt,org-333.txt,0.1102,0.0331,original
plg-330.txt,org-361.txt,0.1061,0.0122,original
plg-330.txt,org-356.txt,0.1057,0.0272,original
plg-330.txt,org-393.txt,0.0997,0.0168,original
plg-330.txt,org-344.txt,0.0994,0.0266,original
plg-330.txt,org-375.txt,0.0994,0.0262,original
plg-330.txt,org-397.txt,0.0983,0,original
plg-330.txt,org-399.txt,0.0969,0,original
plg-330.txt,org-349.txt,0.0901,0,original
plg-330.txt,org-368.txt,0.0868,0,original
plg-330.txt,org-395.txt,0.0867,0.0151,original
plg-330.txt,org-321.txt,0.0828,0,original
plg-330.txt,org-339.txt,0.0774,0.0194,original
plg-330.txt,org-394.txt,0.071,0.0172,original
plg-330.txt,org-412.txt,0.0613,0,original
plg-330.txt,org-325.txt,0.0574,0.0062,original
plg-330.txt,org-329.txt,0.0559,0,original
plg-330.txt,org-384.txt,0.0551,0.0182,original
plg-330.txt,org-400.txt,0.0548,0,original
plg-330.txt,org-411.txt,0.0495,0.0193,original
plg-330.txt,org-396.txt,0.0462,0.0167,original
plg-330.txt,org-355.txt,0.0458,0.0163,original
plg-330.txt,org-338.txt,0.0438,0,original
plg-330.txt,org-413.txt,0.0354,0,original
plg-330.txt,org-379.txt,0.0349,0,original
plg-330.txt,org-317.txt,0.0285,0,original
plg-330.txt,org-414.txt,0.026,0,original
plg-330.txt,org-323.txt,0.025,0,original
plg-330.txt,org-345.txt,0.0247,0,original
plg-330.txt,org-363.txt,0.0243,0,original
plg-330.txt,org-405.txt,0.0232,0,original
plg-330.txt,org-365.txt,0.0213,0,original
plg-330.txt,org-382.txt,0.0201,0,original
plg-330.txt,org-409.txt,0.0196,0,original
plg-330.txt,org-419.txt,0.0194,0,original
plg-330.txt,org-322.txt,0.0191,0,original
plg-330.txt,org-392.txt,0.0168,0,original
plg-330.txt,org-406.txt,0.0141,0,original
plg-330.txt,org-326.txt,0.0129,0,original
plg-330.txt,org-404.txt,0.0124,0,original
plg-330.txt,org-324.txt,0.0065,0,original
plg-330.txt,org-376.txt,0.0062,0,original
plg-330.txt,org-378.txt,0.0055,0,original
plg-331.txt,org-332.txt,0.3234,0.0384,copy
plg-331.txt,org-306.txt,0.3174,0.0355,copy
plg-331.txt,org-415.txt,0.2957,0.0182,original
plg-331.txt,org-339.txt,0.2772,0.0526,original
plg-331.txt,org-303.txt,0.2574,0.0323,original
plg-331.txt,org-408.txt,0.237,0.0087,original
plg-331.txt,org-377.txt,0.2202,0.025,original
plg-331.txt,org-336.txt,0.2199,0.0764,original
plg-331.txt,org-374.txt,0.2075,0.0048,original
plg-331.txt,org-388.txt,0.1999,0,original
plg-331.txt,org-375.txt,0.1979,0.0061,original
plg-331.txt,org-367.txt,0.1971,0.0099,original
plg-331.txt,org-334.txt,0.197,0.0197,original
plg-331.txt,org-302.txt,0.1948,0.0167,original
plg-331.txt,org-385.txt,0.1942,0.0166,original
plg-331.txt,org-380.txt,0.1911,0.0151,original
plg-331.txt,org-318.txt,0.1856,0.0121,original
plg-331.txt,org-307.txt,0.1822,0.0218,original
plg-331.txt,org-418.txt,0.1807,0.0057,original
plg-331.txt,org-413.txt,0.1791,0.0032,original
plg-331.txt,org-314.txt,0.1764,0,original
plg-331.txt,org-313.txt,0.1704,0.0204,original
plg-331.txt,org-335.txt,0.1684,0.024,original
plg-331.txt,org-337.txt,0.1626,0.0167,original
plg-331.txt,org-331.txt,0.1595,0.017,original
plg-331.txt,org-309.txt,0.1592,0.0128,original
plg-331.txt,org-383.txt,0.159,0.0188,original
plg-331.txt,org-319.txt,0.1583,0.0203,original
plg-331.txt,org-347.txt,0.1568,0.0038,original
plg-331.txt,org-350.txt,0.1568,0.0038,original
plg-331.txt,org-370.txt,0.1503,0,original
plg-331.txt,org-371.txt,0.1498,0.0059,original
plg-331.txt,org-315.txt,0.1495,0.0043,original
plg-331.txt,org-328.txt,0.1458,0.0169,original
plg-331.txt,org-384.txt,0.1448,0.0086,original
plg-331.txt,org-360.txt,0.1447,0.0218,original
plg-331.txt,org-389.txt,0.1445,0.019,original
plg-331.txt,org-354.txt,0.1416,0.0044,original
plg-331.txt,org-345.txt,0.1414,0.0033,original
plg-331.txt,org-349.txt,0.1406,0,original
plg-331.txt,org-401.txt,0.1398,0,original
plg-331.txt,org-363.txt,0.1375,0,original
plg-331.txt,org-357.txt,0.1358,0.0101,original
plg-331.txt,org-364.txt,0.1358,0.0101,original
plg-331.txt,org-372.txt,0.1355,0,original
plg-331.txt,org-400.txt,0.1282,0,original
plg-331.txt,org-352.txt,0.1277,0.0036,original
plg-331.txt,org-356.txt,0.1264,0.0064,original
plg-331.txt,org-327.txt,0.1253,0.0172,original
plg-331.txt,org-320.txt,0.1211,0.0207,original
plg-331.txt,org-366.txt,0.1123,0,original
plg-331.txt,org-301.txt,0.1122,0,original
plg-331.txt,org-300.txt,0.1117,0.0228,original
plg-331.txt,org-353.txt,0.1103,0.01,original
plg-331.txt,org-373.txt,0.1096,0.0077,original
plg-331.txt,org-390.txt,0.1094,0,original
plg-331.txt,org-312.txt,0.107,0.0176,original
plg-331.txt,org-386.txt,0.1068,0,original
plg-331.txt,org-351.txt,0.1059,0.0082,original
plg-331.txt,org-410.txt,0.1059,0.0082,original
plg-331.txt,org-412.txt,0.1047,0.0252,original
plg-331.txt,org-316.txt,0.1039,0.0188,original
plg-331.txt,org-330.txt,0.1029,0.0039,original
plg-331.txt,org-381.txt,0.1023,0.0042,original
plg-331.txt,org-403.txt,0.1004,0.0041,original
plg-331.txt,org-387.txt,0.0971,0.0108,original
plg-331.txt,org-407.txt,0.0963,0.0206,original
plg-331.txt,org-355.txt,0.096,0.0038,original
plg-331.txt,org-402.txt,0.096,0,original
plg-331.txt,org-338.txt,0.0959,0.0035,original
plg-331.txt,org-417.txt,0.0953,0.0102,original
plg-331.txt,org-333.txt,0.0953,0.0078,original
plg-331.txt,org-346.txt,0.0911,0.0041,original
plg-331.txt,org-382.txt,0.0896,0,original
plg-331.txt,org-393.txt,0.0875,0.0119,original
plg-331.txt,org-308.txt,0.0875,0.0047,original
plg-331.txt,org-305.txt,0.0867,0,original
plg-331.txt,org-359.txt,0.0823,0.0041,original
plg-331.txt,org-399.txt,0.0821,0,original
plg-331.txt,org-398.txt,0.082,0.0043,original
plg-331.txt,org-361.txt,0.0814,0,original
plg-331.txt,org-379.txt,0.0807,0.0064,original
plg-331.txt,org-392.txt,0.0801,0,original
plg-331.txt,org-304.txt,0.0758,0.0069,original
plg-331.txt,org-414.txt,0.075,0,original
plg-331.txt,org-365.txt,0.0728,0,original
plg-331.txt,org-416.txt,0.0727,0,original
plg-331.txt,org-362.txt,0.0719,0,original
plg-331.txt,org-391.txt,0.0719,0,original
plg-331.txt,org-395.txt,0.0717,0.0036,original
plg-331.txt,org-368.txt,0.0689,0,original
plg-331.txt,org-348.txt,0.0681,0.0126,original
plg-331.txt,org-344.txt,0.0672,0.0062,original
plg-331.txt,org-376.txt,0.0636,0,original
plg-331.txt,org-411.txt,0.0631,0.0045,original
plg-331.txt,org-396.txt,0.0599,0.0039,original
plg-331.txt,org-394.txt,0.0568,0.0081,original
plg-331.txt,org-409.txt,0.0554,0,original
plg-331.txt,org-322.txt,0.0505,0.0037,original
plg-331.txt,org-358.txt,0.0501,0.0034,original
plg-331.txt,org-369.txt,0.0488,0,original
plg-331.txt,org-397.txt,0.0456,0,original
plg-331.txt,org-317.txt,0.0324,0,original
plg-331.txt,org-329.txt,0.0315,0,original
plg-331.txt,org-321.txt,0.031,0,original
plg-331.txt,org-405.txt,0.029,0.0079,original
plg-331.txt,org-325.txt,0.0231,0,original
plg-331.txt,org-323.txt,0.0221,0,original
plg-331.txt,org-406.txt,0.021,0,original
plg-331.txt,org-326.txt,0.0191,0,original
plg-331.txt,org-419.txt,0.019,0,original
plg-331.txt,org-378.txt,0.0165,0,original
plg-331.txt,org-324.txt,0.0146,0,original
plg-331.txt,org-404.txt,0.0131,0,original
plg-332.txt,org-352.txt,0.2301,0.0031,copy
plg-332.txt,org-333.txt,0.2185,0.0202,copy
plg-332.txt,org-381.txt,0.1827,0.0299,original
plg-332.txt,org-383.txt,0.1814,0.008,original
plg-332.txt,org-330.txt,0.1782,0.0277,original
plg-332.txt,org-347.txt,0.1778,0.0033,original
plg-332.txt,org-350.txt,0.1778,0.0033,original
plg-332.txt,org-313.txt,0.172,0.0034,original
plg-332.txt,org-338.txt,0.1651,0.0091,original
plg-332.txt,org-308.txt,0.1567,0.0041,original
plg-332.txt,org-316.txt,0.1558,0.0161,original
plg-332.txt,org-403.txt,0.1533,0.0106,original
plg-332.txt,org-331.txt,0.1503,0.018,original
plg-332.txt,org-397.txt,0.1499,0.0047,original
plg-332.txt,org-388.txt,0.1463,0,original
plg-332.txt,org-408.txt,0.1451,0.0037,original
plg-332.txt,org-389.txt,0.1401,0,original
plg-332.txt,org-387.txt,0.1394,0,original
plg-332.txt,org-414.txt,0.1386,0,original
plg-332.txt,org-393.txt,0.1366,0.0068,original
plg-332.txt,org-325.txt,0.1363,0,original
plg-332.txt,org-305.txt,0.1341,0,original
plg-332.txt,org-318.txt,0.1339,0.0069,original
plg-332.txt,org-349.txt,0.1318,0.009,original
plg-332.txt,org-303.txt,0.1246,0,original
plg-332.txt,org-363.txt,0.1239,0,original
plg-332.txt,org-307.txt,0.1234,0.0148,original
plg-332.txt,org-302.txt,0.1204,0,original
plg-332.txt,org-385.txt,0.1201,0,original
plg-332.txt,org-355.txt,0.1189,0.0033,original
plg-332.txt,org-332.txt,0.1161,0,original
plg-332.txt,org-400.txt,0.1144,0.0058,original
plg-332.txt,org-328.txt,0.1143,0,original
plg-332.txt,org-306.txt,0.1122,0,original
plg-332.txt,org-345.txt,0.1119,0.0057,original
plg-332.txt,org-334.txt,0.1114,0,original
plg-332.txt,org-415.txt,0.1112,0.0115,original
plg-332.txt,org-379.txt,0.1103,0,original
plg-332.txt,org-417.txt,0.1101,0.0044,original
plg-332.txt,org-351.txt,0.1096,0.0035,original
plg-332.txt,org-410.txt,0.1096,0.0035,original
plg-332.txt,org-319.txt,0.1094,0,original
plg-332.txt,org-336.txt,0.1074,0,original
plg-332.txt,org-335.txt,0.107,0.0033,original
plg-332.txt,org-413.txt,0.107,0,original
plg-332.txt,org-367.txt,0.1049,0,original
plg-332.txt,org-337.txt,0.1047,0,original
plg-332.txt,org-357.txt,0.1044,0.0086,original
plg-332.txt,org-364.txt,0.1044,0.0086,original
plg-332.txt,org-380.txt,0.1038,0.0043,original
plg-332.txt,org-344.txt,0.1037,0,original
plg-332.txt,org-398.txt,0.1036,0.0037,original
plg-332.txt,org-418.txt,0.1032,0,original
plg-332.txt,org-406.txt,0.0952,0,original
plg-332.txt,org-346.txt,0.0936,0,original
plg-332.txt,org-301.txt,0.0929,0,original
plg-332.txt,org-394.txt,0.0908,0.007,original
plg-332.txt,org-384.txt,0.0907,0,original
plg-332.txt,org-378.txt,0.0906,0.0054,original
plg-332.txt,org-353.txt,0.0905,0,original
plg-332.txt,org-375.txt,0.0902,0,original
plg-332.txt,org-320.txt,0.0899,0,original
plg-332.txt,org-395.txt,0.0884,0,original
plg-332.txt,org-329.txt,0.0868,0,original
plg-332.txt,org-404.txt,0.0858,0,original
plg-332.txt,org-412.txt,0.0846,0.0041,original
plg-332.txt,org-358.txt,0.0841,0.0029,original
plg-332.txt,org-366.txt,0.0836,0,original
plg-332.txt,org-304.txt,0.0835,0,original
plg-332.txt,org-322.txt,0.0833,0.0031,original
plg-332.txt,org-339.txt,0.082,0,original
plg-332.txt,org-354.txt,0.0818,0.0037,original
plg-332.txt,org-327.txt,0.0816,0,original
plg-332.txt,org-401.txt,0.0815,0,original
plg-332.txt,org-359.txt,0.0807,0,original
plg-332.txt,org-409.txt,0.08,0.0025,original
plg-332.txt,org-374.txt,0.0799,0,original
plg-332.txt,org-314.txt,0.079,0,original
plg-332.txt,org-315.txt,0.0782,0.0037,original
plg-332.txt,org-390.txt,0.0782,0,original
plg-332.txt,org-369.txt,0.0767,0,original
plg-332.txt,org-411.txt,0.0757,0,original
plg-332.txt,org-360.txt,0.0733,0,original
plg-332.txt,org-382.txt,0.0726,0,original
plg-332.txt,org-396.txt,0.0703,0,original
plg-332.txt,org-386.txt,0.0697,0,original
plg-332.txt,org-377.txt,0.0696,0,original
plg-332.txt,org-362.txt,0.0651,0,original
plg-332.txt,org-391.txt,0.0651,0,original
plg-332.txt,org-300.txt,0.0622,0,original
plg-332.txt,org-348.txt,0.0608,0,original
plg-332.txt,org-419.txt,0.0605,0,original
plg-332.txt,org-321.txt,0.059,0,original
plg-332.txt,org-372.txt,0.0588,0,original
plg-332.txt,org-309.txt,0.057,0,original
plg-332.txt,org-365.txt,0.0569,0,original
plg-332.txt,org-373.txt,0.056,0,original
plg-332.txt,org-392.txt,0.0547,0,original
plg-332.txt,org-371.txt,0.0542,0,original
plg-332.txt,org-405.txt,0.0513,0,original
plg-332.txt,org-312.txt,0.0507,0.0049,original
plg-332.txt,org-376.txt,0.0503,0.006,original
plg-332.txt,org-356.txt,0.0502,0,original
plg-332.txt,org-361.txt,0.0495,0,original
plg-332.txt,org-324.txt,0.0487,0,original
plg-332.txt,org-326.txt,0.0483,0,original
plg-332.txt,org-407.txt,0.0476,0,original
plg-332.txt,org-402.txt,0.0447,0,original
plg-332.txt,org-416.txt,0.0397,0,original
plg-332.txt,org-399.txt,0.0337,0,original
plg-332.txt,org-370.txt,0.0316,0.006,original
plg-332.txt,org-323.txt,0.0192,0,original
plg-332.txt,org-317.txt,0.0183,0,original
plg-332.txt,org-368.txt,0.0139,0,original
plg-340.txt,org-345.txt,0.3679,0.2709,copy
plg-340.txt,org-349.txt,0.2885,0.1155,copy
plg-340.txt,org-375.txt,0.2767,0.0366,original
plg-340.txt,org-413.txt,0.2761,0.0147,original
plg-340.txt,org-339.txt,0.2461,0.0158,original
plg-340.txt,org-374.txt,0.2274,0.0167,original
plg-340.txt,org-401.txt,0.2166,0.008,original
plg-340.txt,org-356.txt,0.1964,0,original
plg-340.txt,org-365.txt,0.1929,0.0214,original
plg-340.txt,org-363.txt,0.1773,0,original
plg-340.txt,org-412.txt,0.1708,0.0221,original
plg-340.txt,org-304.txt,0.1634,0,original
plg-340.txt,org-352.txt,0.1631,0.0083,original
plg-340.txt,org-384.txt,0.1598,0.0098,original
plg-340.txt,org-355.txt,0.1487,0,original
plg-340.txt,org-338.txt,0.1466,0,original
plg-340.txt,org-400.txt,0.1433,0.0077,original
plg-340.txt,org-318.txt,0.1391,0,original
plg-340.txt,org-303.txt,0.1376,0.0039,original
plg-340.txt,org-379.txt,0.1366,0.0073,original
plg-340.txt,org-308.txt,0.1362,0,original
plg-340.txt,org-415.txt,0.1321,0.0101,original
plg-340.txt,org-357.txt,0.1319,0,original
plg-340.txt,org-364.txt,0.1319,0,original
plg-340.txt,org-389.txt,0.1267,0,original
plg-340.txt,org-314.txt,0.1245,0,original
plg-340.txt,org-347.txt,0.1198,0.0044,original
plg-340.txt,org-350.txt,0.1198,0.0044,original
plg-340.txt,org-319.txt,0.1184,0.009,original
plg-340.txt,org-417.txt,0.1076,0.0117,original
plg-340.txt,org-377.txt,0.1058,0,original
plg-340.txt,org-306.txt,0.1056,0,original
plg-340.txt,org-332.txt,0.1005,0,original
plg-340.txt,org-315.txt,0.0974,0.0049,original
plg-340.txt,org-383.txt,0.0943,0.0053,original
plg-340.txt,org-354.txt,0.0902,0.005,original
plg-340.txt,org-380.txt,0.09,0,original
plg-340.txt,org-382.txt,0.0888,0,original
plg-340.txt,org-302.txt,0.0856,0,original
plg-340.txt,org-385.txt,0.0854,0,original
plg-340.txt,org-333.txt,0.0846,0,original
plg-340.txt,org-337.txt,0.0833,0,original
plg-340.txt,org-403.txt,0.0805,0,original
plg-340.txt,org-353.txt,0.0755,0.0114,original
plg-340.txt,org-408.txt,0.0751,0,original
plg-340.txt,org-371.txt,0.0743,0,original
plg-340.txt,org-388.txt,0.0731,0,original
plg-340.txt,org-418.txt,0.0717,0,original
plg-340.txt,org-307.txt,0.0716,0.0098,original
plg-340.txt,org-411.txt,0.0708,0,original
plg-340.txt,org-390.txt,0.0704,0,original
plg-340.txt,org-376.txt,0.0672,0,original
plg-340.txt,org-396.txt,0.0669,0.009,original
plg-340.txt,org-316.txt,0.0644,0.0053,original
plg-340.txt,org-372.txt,0.0643,0,original
plg-340.txt,org-366.txt,0.0608,0,original
plg-340.txt,org-344.txt,0.0587,0,original
plg-340.txt,org-313.txt,0.0585,0,original
plg-340.txt,org-397.txt,0.0584,0,original
plg-340.txt,org-327.txt,0.0579,0.0097,original
plg-340.txt,org-381.txt,0.0574,0,original
plg-340.txt,org-305.txt,0.0568,0.0117,original
plg-340.txt,org-330.txt,0.0552,0,original
plg-340.txt,org-414.txt,0.055,0.0125,original
plg-340.txt,org-419.txt,0.0537,0.0066,original
plg-340.txt,org-331.txt,0.0528,0,original
plg-340.txt,org-346.txt,0.0513,0,original
plg-340.txt,org-351.txt,0.0497,0.0046,original
plg-340.txt,org-410.txt,0.0497,0.0046,original
plg-340.txt,org-360.txt,0.049,0.0059,original
plg-340.txt,org-407.txt,0.0473,0.0116,original
plg-340.txt,org-386.txt,0.0439,0,original
plg-340.txt,org-394.txt,0.0432,0.0139,original
